ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Type,Configuration (Vertical/Chest),Product Description,Defrost Type,Number of Transparent Doors,Number of Solid Doors,Number of Doors,Number of Drawers,Door Opening Orientation (Hinged/Sliding),Total Volume (cu. ft.),Mixed Door Cabinet: Transparent Door Volume (cu. ft.),Mixed Door Cabinet: Solid Door Volume (cu. ft.),Total Display Area (sq. ft.),Height (in.),Width (in.),Depth (in.),Reported Daily Energy Consumption (kWh/day),Refrigerant Type,Refrigerant with GWP,Date Available On Market,Date Certified,Markets,CB Model Identifier
2402076,"Broich Enterprises, Inc.",Arctic Air,AUC27RZ,AUC27RZ,,,Vertical Solid Door Refrigerator,Vertical,Bottle Cooler,Automatic,0,1,1,0,Hinged,5.4,0,5.4,0,35.55,27.76,29.92,0.9,R-600a,R-600a (GWP:3 | Lower GWP),09/28/2022,09/28/2022,"United States, Canada",ES_3318_AUC27RZ_092820220721979_8805362
2402077,"Broich Enterprises, Inc.",Arctic Air,AUC48RZ,AUC48RZ,,,Vertical Solid Door Refrigerator,Vertical,Bottle Cooler,Automatic,0,2,2,0,Hinged,10.1,0,10.1,0,35.55,48.19,29.92,1.05,R-600a,R-600a (GWP:3 | Lower GWP),09/28/2022,09/28/2022,"United States, Canada",ES_3318_AUC48RZ_092820220720937_3074737
2408277,BuSung America Corporation (DBA Everest Refrigeration),Everest Refrigeration,EBB48-24,EBB48-24,,,Vertical Solid Door Refrigerator,Vertical,Back Bar Cooler,Automatic,0,2,2,0,Hinged,12.71,0,12.71,0,37.25,49,24.5,1.14,R-290,R-290 (GWP:3 | Lower GWP),09/02/2019,02/08/2023,"United States, Canada",ES_1065186_EBB48-24_020820230356591_4168426
2408278,BuSung America Corporation (DBA Everest Refrigeration),Everest Refrigeration,EBC50,EBC50,,,Vertical Solid Door Refrigerator,Vertical,Bottle Cooler,Automatic,0,2,2,0,Sliding,10.84,0,10.84,0,33.75,49.5,26.75,0.82,R-290,R-290 (GWP:3 | Lower GWP),11/28/2018,02/08/2023,"United States, Canada",ES_1065186_EBC50_020820230427127_1559342
2408274,BuSung America Corporation (DBA Everest Refrigeration),Everest Refrigeration,EBSR2,EBSR2,,,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,41.33,0,41.33,0,77,49.63,33.13,2.52,R-290,R-290 (GWP:3 | Lower GWP),01/31/2019,02/08/2023,"United States, Canada",ES_1065186_EBSR2_020820230147508_8864538
2408276,BuSung America Corporation (DBA Everest Refrigeration),Everest Refrigeration,ECB52-60D2,ECB52-60D2,"ECB52D2,ECB52D2,",,Vertical Solid Door Refrigerator,Vertical,Chef Base,Automatic,0,2,2,0,Hinged,10.06,0,10.06,0,20,60,32.13,1.07,R-290,R-290 (GWP:3 | Lower GWP),07/11/2018,02/08/2023,"United States, Canada",ES_1065186_ECB52-60D2_020820230336925_2983155
2407815,BuSung America Corporation (DBA Everest Refrigeration),Everest Refrigeration,EMGR24,EMGR24,,,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,1,0,1,0,Hinged,25.02,25.02,0,0,80.13,28.38,32,2.37,R-290,R-290 (GWP:3 | Lower GWP),07/01/2019,02/02/2023,United States,ES_1065186_EMGR24_02022023024447_80155706
2407816,BuSung America Corporation (DBA Everest Refrigeration),Everest Refrigeration,EMGR24B,EMGR24B,,,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,1,0,1,0,Hinged,25.02,25.02,0,0,80.13,28.38,32,2.37,R-290,R-290 (GWP:3 | Lower GWP),07/01/2019,02/02/2023,United States,ES_1065186_EMGR24B_02022023024447_80155706
2407817,BuSung America Corporation (DBA Everest Refrigeration),Everest Refrigeration,EMGR24C,EMGR24C,,,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,1,0,1,0,Hinged,25.02,25.02,0,0,80.13,28.38,32,2.37,R-290,R-290 (GWP:3 | Lower GWP),07/01/2019,02/02/2023,United States,ES_1065186_EMGR24C_02022023024447_80155706
2407818,BuSung America Corporation (DBA Everest Refrigeration),Everest Refrigeration,ESR1,ESR1,,,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,1,1,0,Hinged,21.24,0,21.24,0,74.25,29.25,31.63,1.51,R-290,R-290 (GWP:3 | Lower GWP),07/01/2019,02/02/2023,United States,ES_1065186_ESR1_02022023024447_80155706
2408272,BuSung America Corporation (DBA Everest Refrigeration),Everest Refrigeration,ETBR1,ETBR1,"ETBR1-LH,ETBR1-LH,",,Vertical Solid Door Refrigerator,Vertical,Under-counter Unit,Automatic,0,1,1,0,Hinged,6.12,0,6.12,0,30.25,27.75,31.5,0.96,R-290,R-290 (GWP:3 | Lower GWP),10/31/2018,02/08/2023,"United States, Canada",ES_1065186_ETBR1_020820230126667_4123768
2408275,BuSung America Corporation (DBA Everest Refrigeration),Everest Refrigeration,ETBR2,ETBR2,,,Vertical Solid Door Refrigerator,Vertical,Under-counter Unit,Automatic,0,2,2,0,Hinged,11.73,0,11.73,0,30.25,47.5,31.5,1.11,R-290,R-290 (GWP:3 | Lower GWP),10/31/2018,02/08/2023,"United States, Canada",ES_1065186_ETBR2_020820230238427_3905614
2402415,Clark Associates,Avantco Refrigeration,178Z1F2A,178Z1F2A,",178Z1F2AWMS,; ,178Z1FHC,; ,178Z1FWMS,",,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,1,1,0,Hinged,21.26,0,21.26,0,81.69,28.98,32.2,4.44,R-290,R-290 (GWP:3 | Lower GWP),09/19/2022,10/06/2022,United States,ES_1138870_UTM-1FF-ES-HC_09192022162313_2559625
2402416,Clark Associates,Avantco Refrigeration,178Z1R2A,178Z1R2A,",178Z1R2AWMS,; ,178Z1R2E,; ,178Z1R2EWMS,; ,178Z1R2F,; ,178Z1R2FWMS,; ,178Z1R2J,; ,178Z1R2JWMS,; ,178Z1RHC,; ,178Z1RWMS,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,1,1,0,Hinged,21.26,0,21.26,0,81.69,28.98,32.2,1.48,R-290,R-290 (GWP:3 | Lower GWP),09/19/2022,10/06/2022,United States,ES_1138870_UTM-1RR-ES-HC_09192022165647_1496850
2402417,Clark Associates,Avantco Refrigeration,178Z1RGHC,178Z1RGHC,",178Z1RGWMS,",,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,1,0,1,0,Hinged,21.26,21.26,0,0,81.69,28.98,31.42,2.09,R-290,R-290 (GWP:3 | Lower GWP),09/19/2022,10/06/2022,United States,ES_1138870_UTM-1RR-G-ES-HC_09192022171456_1630517
2402418,Clark Associates,Avantco Refrigeration,178Z2F4K,178Z2F4K,",178Z2F4KWMS,; ,178Z2FHC,; ,178Z2FWMS,",,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,42.59,0,42.59,0,81.69,53.98,32.2,7.19,R-290,R-290 (GWP:3 | Lower GWP),09/26/2022,10/06/2022,United States,ES_1138870_178Z2F4K_09282022071134_5758478
2402413,Clark Associates,Avantco Refrigeration,178Z2R4K,178Z2R4K,",178Z2R4KWMS,; ,178Z2R4N,; ,178Z2R4NWMS,; ,178Z2RHC,; ,178Z2RWMS,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,42.59,0,42.59,0,81.69,53.58,32.2,1.81,R-290,R-290 (GWP:3 | Lower GWP),09/26/2022,10/05/2022,United States,ES_1138870_178Z2R4K_09282022071353_7563135
2402412,Clark Associates,Avantco Refrigeration,178Z2RGHC,178Z2RGHC,",178Z2RGWMS,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,2,0,2,0,Hinged,42.59,42.59,0,0,81.69,58.98,31.42,3.17,R-290,R-290 (GWP:3 | Lower GWP),09/26/2022,10/05/2022,United States,ES_1138870_178Z2RGHC_09282022071620_4094659
2405593,Continental Refrigerator,Continental,1FEN,1FEN,",1FENSA,; ,1FENSS,",,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,1,1,0,Hinged,21.38,0,21.38,0,65.25,28.5,32,4.28,R-290,R-290 (GWP:3 | Lower GWP),10/01/2019,09/27/2019,"United States, Canada",ES_3317_1FEN_09262019111854_1055261
2405591,Continental Refrigerator,Continental,1FENHD,1FENHD,",1FENSAHD,",,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,21.11,0,21.11,0,65.25,28.5,32,4.35,R-290,R-290 (GWP:3 | Lower GWP),10/01/2019,09/27/2019,"United States, Canada",ES_3317_1FENHD_09262019112155_9912835
2403091,Continental Refrigerator,Continental,1FN,1FN,",1FNSA,; ,1FNSS,",,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,1,1,0,Hinged,18.97,0,18.97,0,65.25,26,32,4.45,R-290,R-290 (GWP:3 | Lower GWP),10/01/2019,09/27/2019,"United States, Canada",ES_3317_1FN_09262019124731_1182977
2405449,Continental Refrigerator,Continental,1FNHD,1FNHD,",1FNSAHD,; ,1FNSSHD,",,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,18.9,0,18.9,0,65.25,26,32,4.42,R-290,R-290 (GWP:3 | Lower GWP),10/01/2019,09/27/2019,"United States, Canada",ES_3317_1FNHD_09262019103721_5191614
2405725,Continental Refrigerator,Continental,1REN,1REN,",1RENSA,; ,1RENSS,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,1,1,0,Hinged,21.38,0,21.38,0,59.25,22.35,26.5,1.3,R-290,R-290 (GWP:3 | Lower GWP),01/01/2019,02/06/2019,"United States, Canada",ES_3317_1REN_01312019144436_7418176
2405649,Continental Refrigerator,Continental,1RENGD,1RENGD,",1RENSAGD,; ,1RENSSGD,",,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,1,0,1,0,Hinged,21.4,21.4,0,0,65.25,26,32,1.91,R-290,R-290 (GWP:3 | Lower GWP),01/01/2020,02/11/2020,"United States, Canada",ES_3317_1RENGD_01062020125823_5032464
2405592,Continental Refrigerator,Continental,1RENGDHD,1RENGDHD,",1RENSAGDHD,; ,1RENSSGDHD,",,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,2,0,2,0,Hinged,21.2,21.2,0,0,81.28,64.25,32,1.97,R-290,R-290 (GWP:3 | Lower GWP),01/01/2020,02/11/2020,"United States, Canada",ES_3317_1RENGDHD_01062020150726_1361352
2405726,Continental Refrigerator,Continental,1RENHD,1RENHD,",1RENSAHD,; ,1RENSSHD,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,21.11,0,21.11,0,59.22,22.35,26.5,1.35,R-290,R-290 (GWP:3 | Lower GWP),01/01/2019,02/06/2019,"United States, Canada",ES_3317_1RENHD_01312019144345_3433954
2403088,Continental Refrigerator,Continental,1RN,1RN,",1RNSA,; ,1RNSS,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,1,1,0,Hinged,18.97,0,18.97,0,59.13,19.88,26.5,1.28,R-290,R-290 (GWP:3 | Lower GWP),01/01/2019,02/06/2019,"United States, Canada",ES_3317_1RN_01312019144755_4798242
2403065,Continental Refrigerator,Continental,1RNGD,1RNGD,",1RNSAGD,; ,1RNSSGD,",,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,1,0,1,0,Hinged,18.97,18.97,0,0,65.25,26,32,1.84,R-290,R-290 (GWP:3 | Lower GWP),01/01/2020,02/11/2020,"United States, Canada",ES_3317_1RNGD_01062020114611_3100091
2403090,Continental Refrigerator,Continental,1RNGDHD,1RNGDHD,",1RNGDHD,; ,1RNSAGDHD,; ,1RNSSGDHD,",,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,2,0,2,0,Hinged,18.78,18.78,0,0,82,26,35.5,1.66,R-290,R-290 (GWP:3 | Lower GWP),01/01/2020,02/11/2020,"United States, Canada",ES_3317_1RNGDHD_01062020121007_3397485
2405728,Continental Refrigerator,Continental,1RXN,1RXN,",1RXNSA,; ,1RXNSS,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,1,1,0,Hinged,28.66,0,28.66,0,77,52,32,1.58,R-290,R-290 (GWP:3 | Lower GWP),01/01/2020,02/18/2020,"United States, Canada",ES_3317_1RXN_01062020154546_1218835
2405731,Continental Refrigerator,Continental,1RXNHD,1RXNHD,",1RXNSAHD,; ,1RXNSSHD,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,28.36,0,28.36,0,77,52,32,1.61,R-290,R-290 (GWP:3 | Lower GWP),01/01/2020,02/18/2020,"United States, Canada",ES_3317_1RXNHD_01062020164721_527917
2403089,Continental Refrigerator,Continental,2FEN,2FEN,",2FENSA,; ,2FENSS,",,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,48.64,0,48.64,0,77,57,32,9.45,R-290,R-290 (GWP:3 | Lower GWP),10/01/2019,09/27/2019,"United States, Canada",ES_3317_2FEN_09262019131619_6932641
2403057,Continental Refrigerator,Continental,2FENHD,2FENHD,",2FENSAHD,; ,2FENSSHD,",,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,4,4,0,Hinged,48.33,0,48.33,0,77,57,32,9.82,R-290,R-290 (GWP:3 | Lower GWP),10/01/2019,09/27/2019,"United States, Canada",ES_3317_2FENHD_09262019114729_5048639
2405657,Continental Refrigerator,Continental,2FN,2FN,",2FNSA,; ,2FNSS,",,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,43.45,0,43.45,0,77,52,32,8.51,R-290,R-290 (GWP:3 | Lower GWP),10/01/2019,09/27/2019,"United States, Canada",ES_3317_2FN_09262019112755_989648
2405658,Continental Refrigerator,Continental,2FNHD,2FNHD,",2FNSAHD,; ,2FNSSHD,",,Vertical Solid Door Freezer,Vertical,Reach-in,Automatic,0,4,4,0,Hinged,43.03,0,43.03,0,77,52,32,8.73,R-290,R-290 (GWP:3 | Lower GWP),10/01/2019,09/27/2019,"United States, Canada",ES_3317_2FNHD_09262019113907_8189050
2403087,Continental Refrigerator,Continental,2REN,2REN,",2RENSA,; ,2RENSS,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,48.64,0,48.64,0,59.22,51,26.5,2.06,R-290,R-290 (GWP:3 | Lower GWP),01/01/2019,02/06/2019,"United States, Canada",ES_3317_2REN_01312019144002_1626703
2403059,Continental Refrigerator,Continental,2RENGD,2RENGD,",2RENGD,; ,2RENSAGD,; ,2RENSSGD,",,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,1,0,1,0,Hinged,48.8,48.8,0,0,65.25,78,32,3.34,R-290,R-290 (GWP:3 | Lower GWP),01/01/2020,02/11/2020,"United States, Canada",ES_3317_2RENGD_01102020101611_7545740
2405660,Continental Refrigerator,Continental,2RENGDHD,2RENGDHD,",2RENSAGDHD,; ,2RENSSGDHD,",,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,4,0,4,0,Hinged,48.8,48.8,0,0,65.25,57,32,3.19,R-290,R-290 (GWP:3 | Lower GWP),01/01/2020,02/11/2020,"United States, Canada",ES_3317_2RENGDHD_01252020095214_7981531
2403159,Continental Refrigerator,Continental,2RENHD,2RENHD,",2RENSAHD,; ,2RENSSHD,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,4,4,0,Hinged,48.33,0,48.33,0,59.22,51,26.5,2.25,R-290,R-290 (GWP:3 | Lower GWP),01/01/2019,02/06/2019,"United States, Canada",ES_3317_2RENHD_01312019143833_6108972
2405730,Continental Refrigerator,Continental,2RN,2RN,",2RNSA,; ,2RNSS,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,43.45,0,43.45,0,59.25,46,26.5,1.97,R-290,R-290 (GWP:3 | Lower GWP),01/01/2019,02/06/2019,"United States, Canada",ES_3317_2RN_01312019144249_5293390
2402956,Continental Refrigerator,Continental,2RNGD,2RNGD,",2RNSAGD,; ,2RNSSGD,",,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,2,0,2,0,Hinged,43.7,43.7,0,0,65.25,52,32,2.78,R-290,R-290 (GWP:3 | Lower GWP),01/01/2020,02/11/2020,"United States, Canada",ES_3317_2RNGD_01082020121404_558740
2405662,Continental Refrigerator,Continental,2RNGDHD,2RNGDHD,",2RNSAGDHD,; ,2RSNSGDHD,",,Vertical Transparent Door Refrigerator,Vertical,Reach-in,Automatic,4,0,4,0,Hinged,42.6,42.6,0,0,77,52,32,2.98,R-290,R-290 (GWP:3 | Lower GWP),01/01/2020,02/11/2020,"United States, Canada",ES_3317_2RNGDHD_01092020113611_4035760
2402959,Continental Refrigerator,Continental,2RNHD,2RNHD,",2RNSAHD,; ,2RNSSHD,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,4,4,0,Hinged,43.03,0,43.03,0,59.25,46,26.5,2.15,R-290,R-290 (GWP:3 | Lower GWP),01/01/2019,02/06/2019,"United States, Canada",ES_3317_2RNHD_01312019144130_6180383
2405733,Continental Refrigerator,Continental,2RSN,2RSN,",2RSNSA,; ,2RSNSS,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,36.45,0,36.45,0,65.25,52,29,1.74,R-290,R-290 (GWP:3 | Lower GWP),01/01/2020,03/24/2020,"United States, Canada",ES_3317_2RSN_01252020095827_6817132
2405736,Continental Refrigerator,Continental,2RSNHD,2RSNHD,",2RSNSAHD,; ,2RSNSSHD,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,4,4,0,Hinged,36.02,0,36.02,0,65.25,52,29,1.81,R-290,R-290 (GWP:3 | Lower GWP),01/01/2020,03/24/2020,"United States, Canada",ES_3317_2RSNHD_02112020151042_2618219
2402377,Continental Refrigerator,Continental,3REN,3REN,",3RENSA,; ,3RENSS,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,3,3,0,Hinged,76.12,0,76.12,0,65.25,85,32,3.04,R-290,R-290 (GWP:3 | Lower GWP),10/01/2019,09/27/2019,"United States, Canada",ES_3317_3REN_09262019125058_1527673
2405738,Continental Refrigerator,Continental,3RENHD,3RENHD,",3RENSAHD,; ,3RENSSHD,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,6,6,0,Hinged,75.7,0,75.7,0,65.25,78,32,2.9,R-290,R-290 (GWP:3 | Lower GWP),10/01/2019,09/27/2019,"United States, Canada",ES_3317_3RENHD_09262019125848_7716485
2405765,Continental Refrigerator,Continental,3RN,3RN,",3RNSA,; ,3RNSS,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,3,3,0,Hinged,68.4,0,68.4,0,65.25,78,32,2.76,R-290,R-290 (GWP:3 | Lower GWP),10/01/2019,09/27/2019,"United States, Canada",ES_3317_3RN_09262019120346_6250879
2405766,Continental Refrigerator,Continental,3RNHD,3RNHD,",3RNSAHD,; ,D3RNSSHD,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,6,6,0,Hinged,67.6,0,67.6,0,65.25,78,32,2.87,R-290,R-290 (GWP:3 | Lower GWP),10/01/2019,10/16/2019,"United States, Canada",ES_3317_3RNHD_09262019125530_5305139
2402958,Continental Refrigerator,Continental,D1REN,D1REN,",D1RENSA,; ,D1RENSS,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Manual,0,1,1,0,Hinged,21.51,0,21.51,0,65.25,28.5,32,1.21,R-290,R-290 (GWP:3 | Lower GWP),02/01/2019,02/28/2019,"United States, Canada",ES_3317_D1REN_02272019100650_3231317
2405451,Continental Refrigerator,Continental,D1RIN,D1RIN,",D1RINSA,; ,D1RINSS,",,Vertical Solid Door Refrigerator,Vertical,Roll-in,Automatic,0,1,1,0,Hinged,31.91,0,31.91,0,86,35.25,35.38,2.03,R-290,R-290 (GWP:3 | Lower GWP),05/01/2019,05/23/2019,"United States, Canada",ES_3317_D1RIN_05222019112531_8161584
2405928,Continental Refrigerator,Continental,D1RINE,D1RINE,",D1RIN-E,; ,D1RINSA-E,; ,D1RINSS-E,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,1,1,0,Hinged,34.95,0,34.95,0,76,35,32,1.98,R-290,R-290 (GWP:3 | Lower GWP),05/01/2019,05/23/2019,"United States, Canada",ES_3317_D1RINE_05222019112359_4717218
2405668,Continental Refrigerator,Continental,D1RN,D1RN,",D1RNSA,; ,D1RNSS,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,1,1,0,Hinged,19.3,0,19.3,0,59.22,19.88,27.38,1.29,R-290,R-290 (GWP:3 | Lower GWP),02/01/2019,02/28/2019,"United States, Canada",ES_3317_D1RN_02272019100245_7185327
2405450,Continental Refrigerator,Continental,D1RNHD,D1RNHD,",D1RNSAHD,; ,D1RNSSHD,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,19.25,0,19.25,0,65.25,26,32,1.24,R-290,R-290 (GWP:3 | Lower GWP),02/01/2019,02/28/2019,"United States, Canada",ES_3317_D1RNHD_02272019130538_2794153
2405671,Continental Refrigerator,Continental,D1RNPT,D1RNPT,",1RNPT,; ,1RNSAPT,; ,1RNSSPT,; ,D1RNSAPT,; ,D1RNSSPT,",,Vertical Solid Door Refrigerator,Vertical,Pass-through,Automatic,0,2,2,0,Hinged,22.03,0,22.03,0,59.22,19.88,27.38,1.43,R-290,R-290 (GWP:3 | Lower GWP),02/01/2019,02/28/2019,"United States, Canada",ES_3317_D1RNPT_02272019141745_3887597
2406003,Continental Refrigerator,Continental,D2REN,D2REN,",D2RENSA,; ,D2RENSS,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,49.1,0,49.1,0,59,50.88,27.38,2.25,R-290,R-290 (GWP:3 | Lower GWP),02/01/2019,02/28/2019,"United States, Canada",ES_3317_D2REN_02282019113239_6598626
2405674,Continental Refrigerator,Continental,D2RENHD,D2RENHD,",D2RENSAHD,; ,D2RENSSHD,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,4,4,0,Hinged,48.7,0,48.7,0,59,50.88,27.38,2.33,R-290,R-290 (GWP:3 | Lower GWP),02/01/2019,02/28/2019,"United States, Canada",ES_3317_D2RENHD_02272019200628_5413324
2403058,Continental Refrigerator,Continental,D2RENPT,D2RENPT,",2RENPT,; ,2RENSAPT,; ,2RENSSPT,; ,D2RENSAPT,; ,D2RENSSPT,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Manual,0,2,2,0,Hinged,53.34,0,53.34,0,59,50.88,27.38,2.7,R-290,R-290 (GWP:3 | Lower GWP),02/01/2019,02/28/2019,"United States, Canada",ES_3317_D2RENPT_02282019072629_7393609
2406012,Continental Refrigerator,Continental,D2RENPTHD,D2RENPTHD,",2RENPTHD,; ,2RENSAPTHD,; ,2RENSSPTHD,; ,D2RENSAPTHD,; ,D2RENSSPTHD,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,4,4,0,Hinged,53.8,0,53.8,0,59,50.88,27.38,2.67,R-290,R-290 (GWP:3 | Lower GWP),02/01/2019,02/28/2019,"United States, Canada",ES_3317_D2RENPTHD_02282019074910_2378656
2402101,Continental Refrigerator,Continental,D2RIN,D2RIN,",D2RINSA,; ,D2RINSS,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,64.22,0,64.22,0,86,68.5,35.38,3.22,R-290,R-290 (GWP:3 | Lower GWP),07/01/2020,06/29/2020,"United States, Canada",ES_3317_D2RIN_06242020113808_2975885
2406002,Continental Refrigerator,Continental,D2RN,D2RN,",D2RNSA,; ,D2RNSS,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,2,2,0,Hinged,44.1,0,44.1,0,59.22,46,27.38,2,R-290,R-290 (GWP:3 | Lower GWP),02/01/2019,02/28/2019,"United States, Canada",ES_3317_D2RN_02282019105722_9595910
2406007,Continental Refrigerator,Continental,D2RNHD,D2RNHD,",D2RNSAHD,; ,D2RNSSHD,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,4,4,0,Hinged,43.7,0,43.7,0,59.25,46,27.38,2.07,R-290,R-290 (GWP:3 | Lower GWP),02/01/2019,03/01/2019,"United States, Canada",ES_3317_D2RNHD_02282019080701_1534082
2405676,Continental Refrigerator,Continental,D2RNPT,D2RNPT,",2RNPT,; ,2RNSAPT,; ,2RNSSPT,; ,D2RNSAPT,; ,D2RNSSPT,",,Vertical Solid Door Refrigerator,Vertical,Pass-through,Automatic,0,4,4,0,Hinged,47.2,0,47.2,0,59.25,46,27.38,2.41,R-290,R-290 (GWP:3 | Lower GWP),02/01/2019,02/28/2019,"United States, Canada",ES_3317_D2RNPT_02282019083121_4212762
2405675,Continental Refrigerator,Continental,D2RNPTHD,D2RNPTHD,",2RNPTHD,; ,2RNSAPTHD,; ,2RNSSPTHD,; ,D2RNSAPTHD,; ,D2RNSSPTHD,",,Vertical Solid Door Refrigerator,Vertical,Pass-through,Automatic,0,8,8,0,Hinged,46.3,0,46.3,0,59.22,46,27.38,2.5,R-290,R-290 (GWP:3 | Lower GWP),02/01/2019,03/01/2019,"United States, Canada",ES_3317_D2RNPTHD_02282019085238_3899957
2402411,Continental Refrigerator,Continental,MC3NDCW,MC3NDCW,",MC3NSSDCW,",,Vertical Solid Door Refrigerator,Vertical,Milk Cooler,Automatic,0,4,4,0,Hinged,13.36,0,13.36,0,42,34,33.38,1.14,R-290,R-290 (GWP:3 | Lower GWP),07/01/2020,06/29/2020,"United States, Canada",ES_3317_MC3NDCW_06242020121005_1235010
2405840,Continental Refrigerator,Continental,MC4NDCW,MC4NDCW,",MC4NSSDCW,",,Vertical Solid Door Refrigerator,Vertical,Milk Cooler,Manual,0,4,4,0,Hinged,18.7,0,18.7,0,41.5,49,33,1.2,R-290,R-290 (GWP:3 | Lower GWP),07/01/2020,06/29/2020,"United States, Canada",ES_3317_MC4NDCW_06242020122233_9228479
2402419,Continental Refrigerator,Continental,MC4NSCW,MC4NSCW,",MC4NSSSCW,",,Vertical Solid Door Refrigerator,Vertical,Milk Cooler,Automatic,0,2,2,0,Hinged,19.64,0,19.64,0,40.5,49,33,0.88,R-290,R-290 (GWP:3 | Lower GWP),07/01/2020,06/29/2020,"United States, Canada",ES_3317_MC4NSCW_06242020115016_4206659
2402100,Continental Refrigerator,Continental,MC5NDCW,MC5NDCW,",MC5NSSDCW,",,Vertical Solid Door Refrigerator,Vertical,Milk Cooler,Automatic,0,4,4,0,Hinged,24.29,0,24.29,0,41.5,58,33,1.6,R-290,R-290 (GWP:3 | Lower GWP),07/01/2020,06/29/2020,"United States, Canada",ES_3317_MC5NDCW_06242020114709_912439
2405659,Continental Refrigerator,Continental,MC5NSCW,MC5NSCW,",MC5NSSSCW,",,Vertical Solid Door Refrigerator,Vertical,Milk Cooler,Manual,0,2,2,0,Hinged,23.6,0,23.6,0,41.5,58,33,1.17,R-290,R-290 (GWP:3 | Lower GWP),07/01/2020,06/29/2020,"United States, Canada",ES_3317_MC5NSCW_06242020114900_978509
2405656,Continental Refrigerator,Continental,RA118N,RA118N,",DRA118NSS,; ,DRA118NSSBS,; ,RA118NBS,; ,RA118NSS,; ,RA118NSSBS,",,Vertical Solid Door Refrigerator,Vertical,Reach-in,Automatic,0,5,5,0,Hinged,43.9,0,43.9,0,35,118,32,2.3,R-290,R-290 (GWP:3 | Lower GWP),01/01/2020,03/25/2020,"United States, Canada",ES_3317_RA118N_02112020155214_9180261
